,away_name,away_abbr,home_name,home_abbr,winning_name,winning_abbr,week,year
1840,New Orleans Saints,nor,Miami Dolphins,mia,New Orleans Saints,nor,4,2017
1841,Cincinnati Bengals,cin,Cleveland Browns,cle,Cincinnati Bengals,cin,4,2017
1842,Buffalo Bills,buf,Atlanta Falcons,atl,Buffalo Bills,buf,4,2017
1843,Pittsburgh Steelers,pit,Baltimore Ravens,rav,Pittsburgh Steelers,pit,4,2017
1844,Jacksonville Jaguars,jax,New York Jets,nyj,New York Jets,nyj,4,2017
1845,Carolina Panthers,car,New England Patriots,nwe,Carolina Panthers,car,4,2017
1846,Detroit Lions,det,Minnesota Vikings,min,Detroit Lions,det,4,2017
1847,Tennessee Titans,oti,Houston Texans,htx,Houston Texans,htx,4,2017
1848,Los Angeles Rams,ram,Dallas Cowboys,dal,Los Angeles Rams,ram,4,2017
1849,New York Giants,nyg,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,4,2017
1850,Philadelphia Eagles,phi,Los Angeles Chargers,sdg,Philadelphia Eagles,phi,4,2017
1851,San Francisco 49ers,sfo,Arizona Cardinals,crd,Arizona Cardinals,crd,4,2017
1852,Las Vegas Raiders,rai,Denver Broncos,den,Denver Broncos,den,4,2017
1853,Indianapolis Colts,clt,Seattle Seahawks,sea,Seattle Seahawks,sea,4,2017
1854,Washington Football Team,was,Kansas City Chiefs,kan,Kansas City Chiefs,kan,4,2017
1855,New England Patriots,nwe,Tampa Bay Buccaneers,tam,New England Patriots,nwe,5,2017
1856,New York Jets,nyj,Cleveland Browns,cle,New York Jets,nyj,5,2017
1857,Buffalo Bills,buf,Cincinnati Bengals,cin,Cincinnati Bengals,cin,5,2017
1858,Jacksonville Jaguars,jax,Pittsburgh Steelers,pit,Jacksonville Jaguars,jax,5,2017
1859,Arizona Cardinals,crd,Philadelphia Eagles,phi,Philadelphia Eagles,phi,5,2017
1860,Los Angeles Chargers,sdg,New York Giants,nyg,Los Angeles Chargers,sdg,5,2017
1861,Tennessee Titans,oti,Miami Dolphins,mia,Miami Dolphins,mia,5,2017
1862,Carolina Panthers,car,Detroit Lions,det,Carolina Panthers,car,5,2017
1863,San Francisco 49ers,sfo,Indianapolis Colts,clt,Indianapolis Colts,clt,5,2017
1864,Seattle Seahawks,sea,Los Angeles Rams,ram,Seattle Seahawks,sea,5,2017
1865,Baltimore Ravens,rav,Las Vegas Raiders,rai,Baltimore Ravens,rav,5,2017
1866,Green Bay Packers,gnb,Dallas Cowboys,dal,Green Bay Packers,gnb,5,2017
1867,Kansas City Chiefs,kan,Houston Texans,htx,Kansas City Chiefs,kan,5,2017
1868,Minnesota Vikings,min,Chicago Bears,chi,Minnesota Vikings,min,5,2017
1869,Philadelphia Eagles,phi,Carolina Panthers,car,Philadelphia Eagles,phi,6,2017
1870,Miami Dolphins,mia,Atlanta Falcons,atl,Miami Dolphins,mia,6,2017
1871,San Francisco 49ers,sfo,Washington Football Team,was,Washington Football Team,was,6,2017
1872,Chicago Bears,chi,Baltimore Ravens,rav,Chicago Bears,chi,6,2017
1873,New England Patriots,nwe,New York Jets,nyj,New England Patriots,nwe,6,2017
1874,Detroit Lions,det,New Orleans Saints,nor,New Orleans Saints,nor,6,2017
1875,Green Bay Packers,gnb,Minnesota Vikings,min,Minnesota Vikings,min,6,2017
1876,Cleveland Browns,cle,Houston Texans,htx,Houston Texans,htx,6,2017
1877,Tampa Bay Buccaneers,tam,Arizona Cardinals,crd,Arizona Cardinals,crd,6,2017
1878,Los Angeles Rams,ram,Jacksonville Jaguars,jax,Los Angeles Rams,ram,6,2017
1879,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,6,2017
1880,Pittsburgh Steelers,pit,Kansas City Chiefs,kan,Pittsburgh Steelers,pit,6,2017
1881,New York Giants,nyg,Denver Broncos,den,New York Giants,nyg,6,2017
1882,Indianapolis Colts,clt,Tennessee Titans,oti,Tennessee Titans,oti,6,2017
1883,Kansas City Chiefs,kan,Las Vegas Raiders,rai,Las Vegas Raiders,rai,7,2017
1884,Carolina Panthers,car,Chicago Bears,chi,Chicago Bears,chi,7,2017
1885,Tampa Bay Buccaneers,tam,Buffalo Bills,buf,Buffalo Bills,buf,7,2017
1886,Arizona Cardinals,crd,Los Angeles Rams,ram,Los Angeles Rams,ram,7,2017
1887,Baltimore Ravens,rav,Minnesota Vikings,min,Minnesota Vikings,min,7,2017
1888,New York Jets,nyj,Miami Dolphins,mia,Miami Dolphins,mia,7,2017
1889,New Orleans Saints,nor,Green Bay Packers,gnb,New Orleans Saints,nor,7,2017
1890,Jacksonville Jaguars,jax,Indianapolis Colts,clt,Jacksonville Jaguars,jax,7,2017
1891,Tennessee Titans,oti,Cleveland Browns,cle,Tennessee Titans,oti,7,2017
1892,Dallas Cowboys,dal,San Francisco 49ers,sfo,Dallas Cowboys,dal,7,2017
1893,Denver Broncos,den,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,7,2017
1894,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,7,2017
1895,Seattle Seahawks,sea,New York Giants,nyg,Seattle Seahawks,sea,7,2017
1896,Atlanta Falcons,atl,New England Patriots,nwe,New England Patriots,nwe,7,2017
1897,Washington Football Team,was,Philadelphia Eagles,phi,Philadelphia Eagles,phi,7,2017
1898,Miami Dolphins,mia,Baltimore Ravens,rav,Baltimore Ravens,rav,8,2017
1899,Minnesota Vikings,min,Cleveland Browns,cle,Minnesota Vikings,min,8,2017
1900,Indianapolis Colts,clt,Cincinnati Bengals,cin,Cincinnati Bengals,cin,8,2017
1901,Las Vegas Raiders,rai,Buffalo Bills,buf,Buffalo Bills,buf,8,2017
1902,Carolina Panthers,car,Tampa Bay Buccaneers,tam,Carolina Panthers,car,8,2017
1903,San Francisco 49ers,sfo,Philadelphia Eagles,phi,Philadelphia Eagles,phi,8,2017
1904,Atlanta Falcons,atl,New York Jets,nyj,Atlanta Falcons,atl,8,2017
1905,Los Angeles Chargers,sdg,New England Patriots,nwe,New England Patriots,nwe,8,2017
1906,Chicago Bears,chi,New Orleans Saints,nor,New Orleans Saints,nor,8,2017
1907,Houston Texans,htx,Seattle Seahawks,sea,Seattle Seahawks,sea,8,2017
1908,Dallas Cowboys,dal,Washington Football Team,was,Dallas Cowboys,dal,8,2017
1909,Pittsburgh Steelers,pit,Detroit Lions,det,Pittsburgh Steelers,pit,8,2017
1910,Denver Broncos,den,Kansas City Chiefs,kan,Kansas City Chiefs,kan,8,2017
1911,Buffalo Bills,buf,New York Jets,nyj,New York Jets,nyj,9,2017
1912,Atlanta Falcons,atl,Carolina Panthers,car,Carolina Panthers,car,9,2017
1913,Denver Broncos,den,Philadelphia Eagles,phi,Philadelphia Eagles,phi,9,2017
1914,Baltimore Ravens,rav,Tennessee Titans,oti,Tennessee Titans,oti,9,2017
1915,Los Angeles Rams,ram,New York Giants,nyg,Los Angeles Rams,ram,9,2017
1916,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,New Orleans Saints,nor,9,2017
1917,Cincinnati Bengals,cin,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,9,2017
1918,Indianapolis Colts,clt,Houston Texans,htx,Indianapolis Colts,clt,9,2017
1919,Arizona Cardinals,crd,San Francisco 49ers,sfo,Arizona Cardinals,crd,9,2017
1920,Washington Football Team,was,Seattle Seahawks,sea,Washington Football Team,was,9,2017
1921,Kansas City Chiefs,kan,Dallas Cowboys,dal,Dallas Cowboys,dal,9,2017
1922,Las Vegas Raiders,rai,Miami Dolphins,mia,Las Vegas Raiders,rai,9,2017
1923,Detroit Lions,det,Green Bay Packers,gnb,Detroit Lions,det,9,2017
1924,Seattle Seahawks,sea,Arizona Cardinals,crd,Seattle Seahawks,sea,10,2017
1925,New Orleans Saints,nor,Buffalo Bills,buf,New Orleans Saints,nor,10,2017
1926,Minnesota Vikings,min,Washington Football Team,was,Minnesota Vikings,min,10,2017
1927,New York Jets,nyj,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,10,2017
1928,Cincinnati Bengals,cin,Tennessee Titans,oti,Tennessee Titans,oti,10,2017
1929,Los Angeles Chargers,sdg,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,10,2017
1930,Cleveland Browns,cle,Detroit Lions,det,Detroit Lions,det,10,2017
1931,Pittsburgh Steelers,pit,Indianapolis Colts,clt,Pittsburgh Steelers,pit,10,2017
1932,Green Bay Packers,gnb,Chicago Bears,chi,Green Bay Packers,gnb,10,2017
1933,Houston Texans,htx,Los Angeles Rams,ram,Los Angeles Rams,ram,10,2017
1934,Dallas Cowboys,dal,Atlanta Falcons,atl,Atlanta Falcons,atl,10,2017
1935,New York Giants,nyg,San Francisco 49ers,sfo,San Francisco 49ers,sfo,10,2017
1936,New England Patriots,nwe,Denver Broncos,den,New England Patriots,nwe,10,2017
1937,Miami Dolphins,mia,Carolina Panthers,car,Carolina Panthers,car,10,2017
1938,Tennessee Titans,oti,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,11,2017
1939,Jacksonville Jaguars,jax,Cleveland Browns,cle,Jacksonville Jaguars,jax,11,2017
1940,Detroit Lions,det,Chicago Bears,chi,Detroit Lions,det,11,2017
1941,Kansas City Chiefs,kan,New York Giants,nyg,New York Giants,nyg,11,2017
1942,Washington Football Team,was,New Orleans Saints,nor,New Orleans Saints,nor,11,2017
1943,Los Angeles Rams,ram,Minnesota Vikings,min,Minnesota Vikings,min,11,2017
1944,Tampa Bay Buccaneers,tam,Miami Dolphins,mia,Tampa Bay Buccaneers,tam,11,2017
1945,Arizona Cardinals,crd,Houston Texans,htx,Houston Texans,htx,11,2017
1946,Baltimore Ravens,rav,Green Bay Packers,gnb,Baltimore Ravens,rav,11,2017
1947,Buffalo Bills,buf,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,11,2017
1948,New England Patriots,nwe,Las Vegas Raiders,rai,New England Patriots,nwe,11,2017
1949,Cincinnati Bengals,cin,Denver Broncos,den,Cincinnati Bengals,cin,11,2017
1950,Philadelphia Eagles,phi,Dallas Cowboys,dal,Philadelphia Eagles,phi,11,2017
1951,Atlanta Falcons,atl,Seattle Seahawks,sea,Atlanta Falcons,atl,11,2017
1952,Minnesota Vikings,min,Detroit Lions,det,Minnesota Vikings,min,12,2017
1953,Los Angeles Chargers,sdg,Dallas Cowboys,dal,Los Angeles Chargers,sdg,12,2017
1954,New York Giants,nyg,Washington Football Team,was,Washington Football Team,was,12,2017
1955,Chicago Bears,chi,Philadelphia Eagles,phi,Philadelphia Eagles,phi,12,2017
1956,Carolina Panthers,car,New York Jets,nyj,Carolina Panthers,car,12,2017
1957,Miami Dolphins,mia,New England Patriots,nwe,New England Patriots,nwe,12,2017
1958,Buffalo Bills,buf,Kansas City Chiefs,kan,Buffalo Bills,buf,12,2017
1959,Tennessee Titans,oti,Indianapolis Colts,clt,Tennessee Titans,oti,12,2017
1960,Cleveland Browns,cle,Cincinnati Bengals,cin,Cincinnati Bengals,cin,12,2017
1961,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,Atlanta Falcons,atl,12,2017
1962,Seattle Seahawks,sea,San Francisco 49ers,sfo,Seattle Seahawks,sea,12,2017
1963,New Orleans Saints,nor,Los Angeles Rams,ram,Los Angeles Rams,ram,12,2017
1964,Denver Broncos,den,Las Vegas Raiders,rai,Las Vegas Raiders,rai,12,2017
1965,Jacksonville Jaguars,jax,Arizona Cardinals,crd,Arizona Cardinals,crd,12,2017
1966,Green Bay Packers,gnb,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,12,2017
1967,Houston Texans,htx,Baltimore Ravens,rav,Baltimore Ravens,rav,12,2017
1968,Washington Football Team,was,Dallas Cowboys,dal,Dallas Cowboys,dal,13,2017
1969,New England Patriots,nwe,Buffalo Bills,buf,New England Patriots,nwe,13,2017
1970,Minnesota Vikings,min,Atlanta Falcons,atl,Minnesota Vikings,min,13,2017
1971,Detroit Lions,det,Baltimore Ravens,rav,Baltimore Ravens,rav,13,2017
1972,Houston Texans,htx,Tennessee Titans,oti,Tennessee Titans,oti,13,2017
1973,Kansas City Chiefs,kan,New York Jets,nyj,New York Jets,nyj,13,2017
1974,Denver Broncos,den,Miami Dolphins,mia,Miami Dolphins,mia,13,2017
1975,Indianapolis Colts,clt,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,13,2017
1976,Tampa Bay Buccaneers,tam,Green Bay Packers,gnb,Green Bay Packers,gnb,13,2017
1977,San Francisco 49ers,sfo,Chicago Bears,chi,San Francisco 49ers,sfo,13,2017
1978,Cleveland Browns,cle,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,13,2017
1979,New York Giants,nyg,Las Vegas Raiders,rai,Las Vegas Raiders,rai,13,2017
1980,Carolina Panthers,car,New Orleans Saints,nor,New Orleans Saints,nor,13,2017
1981,Los Angeles Rams,ram,Arizona Cardinals,crd,Los Angeles Rams,ram,13,2017
1982,Philadelphia Eagles,phi,Seattle Seahawks,sea,Seattle Seahawks,sea,13,2017
1983,Pittsburgh Steelers,pit,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,13,2017
1984,New Orleans Saints,nor,Atlanta Falcons,atl,Atlanta Falcons,atl,14,2017
1985,Minnesota Vikings,min,Carolina Panthers,car,Carolina Panthers,car,14,2017
1986,Indianapolis Colts,clt,Buffalo Bills,buf,Buffalo Bills,buf,14,2017
1987,Detroit Lions,det,Tampa Bay Buccaneers,tam,Detroit Lions,det,14,2017
1988,Dallas Cowboys,dal,New York Giants,nyg,Dallas Cowboys,dal,14,2017
1989,Las Vegas Raiders,rai,Kansas City Chiefs,kan,Kansas City Chiefs,kan,14,2017
1990,San Francisco 49ers,sfo,Houston Texans,htx,San Francisco 49ers,sfo,14,2017
1991,Green Bay Packers,gnb,Cleveland Browns,cle,Green Bay Packers,gnb,14,2017
1992,Chicago Bears,chi,Cincinnati Bengals,cin,Chicago Bears,chi,14,2017
1993,Washington Football Team,was,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,14,2017
1994,New York Jets,nyj,Denver Broncos,den,Denver Broncos,den,14,2017
1995,Tennessee Titans,oti,Arizona Cardinals,crd,Arizona Cardinals,crd,14,2017
1996,Philadelphia Eagles,phi,Los Angeles Rams,ram,Philadelphia Eagles,phi,14,2017
1997,Seattle Seahawks,sea,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,14,2017
1998,Baltimore Ravens,rav,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,14,2017
1999,New England Patriots,nwe,Miami Dolphins,mia,Miami Dolphins,mia,14,2017
2000,Denver Broncos,den,Indianapolis Colts,clt,Denver Broncos,den,15,2017
2001,Chicago Bears,chi,Detroit Lions,det,Detroit Lions,det,15,2017
2002,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,Kansas City Chiefs,kan,15,2017
2003,Arizona Cardinals,crd,Washington Football Team,was,Washington Football Team,was,15,2017
2004,Philadelphia Eagles,phi,New York Giants,nyg,Philadelphia Eagles,phi,15,2017
2005,New York Jets,nyj,New Orleans Saints,nor,New Orleans Saints,nor,15,2017
2006,Cincinnati Bengals,cin,Minnesota Vikings,min,Minnesota Vikings,min,15,2017
2007,Houston Texans,htx,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,15,2017
2008,Baltimore Ravens,rav,Cleveland Browns,cle,Baltimore Ravens,rav,15,2017
2009,Green Bay Packers,gnb,Carolina Panthers,car,Carolina Panthers,car,15,2017
2010,Miami Dolphins,mia,Buffalo Bills,buf,Buffalo Bills,buf,15,2017
2011,Los Angeles Rams,ram,Seattle Seahawks,sea,Los Angeles Rams,ram,15,2017
2012,Tennessee Titans,oti,San Francisco 49ers,sfo,San Francisco 49ers,sfo,15,2017
2013,New England Patriots,nwe,Pittsburgh Steelers,pit,New England Patriots,nwe,15,2017
2014,Dallas Cowboys,dal,Las Vegas Raiders,rai,Dallas Cowboys,dal,15,2017
2015,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,15,2017
2016,Indianapolis Colts,clt,Baltimore Ravens,rav,Baltimore Ravens,rav,16,2017
2017,Minnesota Vikings,min,Green Bay Packers,gnb,Minnesota Vikings,min,16,2017
2018,Tampa Bay Buccaneers,tam,Carolina Panthers,car,Carolina Panthers,car,16,2017
2019,Denver Broncos,den,Washington Football Team,was,Washington Football Team,was,16,2017
2020,Los Angeles Rams,ram,Tennessee Titans,oti,Los Angeles Rams,ram,16,2017
2021,Los Angeles Chargers,sdg,New York Jets,nyj,Los Angeles Chargers,sdg,16,2017
2022,Buffalo Bills,buf,New England Patriots,nwe,New England Patriots,nwe,16,2017
2023,Atlanta Falcons,atl,New Orleans Saints,nor,New Orleans Saints,nor,16,2017
2024,Miami Dolphins,mia,Kansas City Chiefs,kan,Kansas City Chiefs,kan,16,2017
2025,Detroit Lions,det,Cincinnati Bengals,cin,Cincinnati Bengals,cin,16,2017
2026,Cleveland Browns,cle,Chicago Bears,chi,Chicago Bears,chi,16,2017
2027,Jacksonville Jaguars,jax,San Francisco 49ers,sfo,San Francisco 49ers,sfo,16,2017
2028,Seattle Seahawks,sea,Dallas Cowboys,dal,Seattle Seahawks,sea,16,2017
2029,New York Giants,nyg,Arizona Cardinals,crd,Arizona Cardinals,crd,16,2017
2030,Pittsburgh Steelers,pit,Houston Texans,htx,Pittsburgh Steelers,pit,16,2017
2031,Las Vegas Raiders,rai,Philadelphia Eagles,phi,Philadelphia Eagles,phi,16,2017
2032,Houston Texans,htx,Indianapolis Colts,clt,Indianapolis Colts,clt,17,2017
2033,Cleveland Browns,cle,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,17,2017
2034,Dallas Cowboys,dal,Philadelphia Eagles,phi,Dallas Cowboys,dal,17,2017
2035,Washington Football Team,was,New York Giants,nyg,New York Giants,nyg,17,2017
2036,New York Jets,nyj,New England Patriots,nwe,New England Patriots,nwe,17,2017
2037,Chicago Bears,chi,Minnesota Vikings,min,Minnesota Vikings,min,17,2017
2038,Green Bay Packers,gnb,Detroit Lions,det,Detroit Lions,det,17,2017
2039,Kansas City Chiefs,kan,Denver Broncos,den,Kansas City Chiefs,kan,17,2017
2040,Carolina Panthers,car,Atlanta Falcons,atl,Atlanta Falcons,atl,17,2017
2041,New Orleans Saints,nor,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,17,2017
2042,Arizona Cardinals,crd,Seattle Seahawks,sea,Arizona Cardinals,crd,17,2017
2043,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,17,2017
2044,Cincinnati Bengals,cin,Baltimore Ravens,rav,Cincinnati Bengals,cin,17,2017
2045,San Francisco 49ers,sfo,Los Angeles Rams,ram,San Francisco 49ers,sfo,17,2017
2046,Jacksonville Jaguars,jax,Tennessee Titans,oti,Tennessee Titans,oti,17,2017
2047,Buffalo Bills,buf,Miami Dolphins,mia,Buffalo Bills,buf,17,2017
2048,Atlanta Falcons,atl,Philadelphia Eagles,phi,Philadelphia Eagles,phi,1,2018
2049,Pittsburgh Steelers,pit,Cleveland Browns,cle,,,1,2018
2050,Buffalo Bills,buf,Baltimore Ravens,rav,Baltimore Ravens,rav,1,2018
2051,Jacksonville Jaguars,jax,New York Giants,nyg,Jacksonville Jaguars,jax,1,2018
2052,Houston Texans,htx,New England Patriots,nwe,New England Patriots,nwe,1,2018
2053,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,Tampa Bay Buccaneers,tam,1,2018
2054,San Francisco 49ers,sfo,Minnesota Vikings,min,Minnesota Vikings,min,1,2018
2055,Tennessee Titans,oti,Miami Dolphins,mia,Miami Dolphins,mia,1,2018
2056,Cincinnati Bengals,cin,Indianapolis Colts,clt,Cincinnati Bengals,cin,1,2018
2057,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,1,2018
2058,Dallas Cowboys,dal,Carolina Panthers,car,Carolina Panthers,car,1,2018
2059,Seattle Seahawks,sea,Denver Broncos,den,Denver Broncos,den,1,2018
2060,Washington Football Team,was,Arizona Cardinals,crd,Washington Football Team,was,1,2018
2061,Chicago Bears,chi,Green Bay Packers,gnb,Green Bay Packers,gnb,1,2018
2062,New York Jets,nyj,Detroit Lions,det,New York Jets,nyj,1,2018
2063,Los Angeles Rams,ram,Las Vegas Raiders,rai,Los Angeles Rams,ram,1,2018
2064,Baltimore Ravens,rav,Cincinnati Bengals,cin,Cincinnati Bengals,cin,2,2018
2065,Los Angeles Chargers,sdg,Buffalo Bills,buf,Los Angeles Chargers,sdg,2,2018
2066,Carolina Panthers,car,Atlanta Falcons,atl,Atlanta Falcons,atl,2,2018
2067,Indianapolis Colts,clt,Washington Football Team,was,Indianapolis Colts,clt,2,2018
2068,Philadelphia Eagles,phi,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,2,2018
2069,Kansas City Chiefs,kan,Pittsburgh Steelers,pit,Kansas City Chiefs,kan,2,2018
2070,Houston Texans,htx,Tennessee Titans,oti,Tennessee Titans,oti,2,2018
2071,Miami Dolphins,mia,New York Jets,nyj,Miami Dolphins,mia,2,2018
2072,Cleveland Browns,cle,New Orleans Saints,nor,New Orleans Saints,nor,2,2018
2073,Minnesota Vikings,min,Green Bay Packers,gnb,,,2,2018
2074,Detroit Lions,det,San Francisco 49ers,sfo,San Francisco 49ers,sfo,2,2018
2075,Arizona Cardinals,crd,Los Angeles Rams,ram,Los Angeles Rams,ram,2,2018
2076,New England Patriots,nwe,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,2,2018
2077,Las Vegas Raiders,rai,Denver Broncos,den,Denver Broncos,den,2,2018
2078,New York Giants,nyg,Dallas Cowboys,dal,Dallas Cowboys,dal,2,2018
2079,Seattle Seahawks,sea,Chicago Bears,chi,Chicago Bears,chi,2,2018
2080,New York Jets,nyj,Cleveland Browns,cle,Cleveland Browns,cle,3,2018
2081,Cincinnati Bengals,cin,Carolina Panthers,car,Carolina Panthers,car,3,2018
2082,New Orleans Saints,nor,Atlanta Falcons,atl,New Orleans Saints,nor,3,2018
2083,Green Bay Packers,gnb,Washington Football Team,was,Washington Football Team,was,3,2018
2084,Denver Broncos,den,Baltimore Ravens,rav,Baltimore Ravens,rav,3,2018
2085,Indianapolis Colts,clt,Philadelphia Eagles,phi,Philadelphia Eagles,phi,3,2018
2086,Buffalo Bills,buf,Minnesota Vikings,min,Buffalo Bills,buf,3,2018
2087,Las Vegas Raiders,rai,Miami Dolphins,mia,Miami Dolphins,mia,3,2018
2088,San Francisco 49ers,sfo,Kansas City Chiefs,kan,Kansas City Chiefs,kan,3,2018
2089,Tennessee Titans,oti,Jacksonville Jaguars,jax,Tennessee Titans,oti,3,2018
2090,New York Giants,nyg,Houston Texans,htx,New York Giants,nyg,3,2018
2091,Los Angeles Chargers,sdg,Los Angeles Rams,ram,Los Angeles Rams,ram,3,2018
2092,Dallas Cowboys,dal,Seattle Seahawks,sea,Seattle Seahawks,sea,3,2018
2093,Chicago Bears,chi,Arizona Cardinals,crd,Chicago Bears,chi,3,2018
2094,New England Patriots,nwe,Detroit Lions,det,Detroit Lions,det,3,2018
2095,Pittsburgh Steelers,pit,Tampa Bay Buccaneers,tam,Pittsburgh Steelers,pit,3,2018
2096,Minnesota Vikings,min,Los Angeles Rams,ram,Los Angeles Rams,ram,4,2018
2097,Tampa Bay Buccaneers,tam,Chicago Bears,chi,Chicago Bears,chi,4,2018
2098,Cincinnati Bengals,cin,Atlanta Falcons,atl,Cincinnati Bengals,cin,4,2018
2099,Philadelphia Eagles,phi,Tennessee Titans,oti,Tennessee Titans,oti,4,2018
2100,Miami Dolphins,mia,New England Patriots,nwe,New England Patriots,nwe,4,2018
2101,New York Jets,nyj,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,4,2018
2102,Buffalo Bills,buf,Green Bay Packers,gnb,Green Bay Packers,gnb,4,2018
2103,Detroit Lions,det,Dallas Cowboys,dal,Dallas Cowboys,dal,4,2018
2104,Houston Texans,htx,Indianapolis Colts,clt,Houston Texans,htx,4,2018
2105,Cleveland Browns,cle,Las Vegas Raiders,rai,Las Vegas Raiders,rai,4,2018
2106,Seattle Seahawks,sea,Arizona Cardinals,crd,Seattle Seahawks,sea,4,2018
